This includes the running steps:
500 
500 
500 
500 
500 
500 
500 
500 
500 
500 
300 
500 
500 
500 
286 
284 
500 
19 
488 
483 
67 
500 
37 
195 
87 
36 
104 
124 
160 
105 
118 
145 
131 
126 
145 
34 
288 
96 
100 
159 
11 
280 
120 
288 
67 
395 
142 
35 
106 
37 
69 
66 
54 
100 
94 
14 
113 
86 
378 
146 
34 
16 
103 
42 
19 
80 
45 
99 
60 
32 
45 
128 
27 
71 
139 
104 
269 
151 
205 
19 
109 
62 
119 
21 
236 
71 
7 
18 
130 
138 
115 
51 
40 
110 
62 
28 
55 
168 
126 
7 
44 
230 
179 
46 
46 
155 
6 
22 
83 
32 
7 
14 
33 
275 
42 
63 
11 
125 
102 
126 
209 
31 
16 
19 
188 
127 
36 
264 
210 
93 
3 
22 
58 
12 
62 
22 
9 
20 
156 
53 
48 
25 
36 
22 
31 
74 
218 
19 
172 
38 
106 
21 
52 
158 
36 
39 
118 
56 
134 
189 
24 
19 
24 
19 
23 
58 
9 
46 
29 
199 
14 
3 
29 
11 
181 
4 
9 
4 
92 
212 
6 
44 
36 
52 
62 
4 
103 
3 
12 
3 
29 
4 
109 
146 
4 
65 
32 
188 
14 
152 
37 
3 
25 
169 
55 
100 
85 
3 
170 
140 
17 
60 
16 
9 
55 
44 
6 
59 
24 
55 
86 
108 
14 
6 
49 
30 
10 
266 
19 
52 
46 
120 
54 
115 
11 
5 
9 
57 
312 
114 
27 
4 
5 
3 
55 
9 
32 
16 
127 
14 
81 
84 
11 
86 
21 
5 
42 
124 
43 
125 
111 
149 
17 
5 
76 
111 
64 
54 
106 
34 
6 
69 
22 
105 
45 
23 
20 
13 
199 
49 
106 
87 
6 
14 
174 
50 
8 
29 
15 
153 
17 
17 
62 
160 
31 
48 
35 
1 
77 
75 
8 
30 
259 
28 
36 
77 
43 
15 
72 
24 
92 
83 
1 
50 
123 
74 
31 
7 
3 
148 
19 
17 
18 
3 
10 
144 
7 
26 
14 
44 
34 
2 
142 
3 
14 
55 
3 
14 
132 
19 
98 
10 
49 
34 
73 
60 
20 
11 
134 
17 
7 
9 
19 
22 
27 
2 
4 
38 
59 
34 
6 
69 
4 
1 
294 
123 
59 
31 
32 
53 
142 
30 
43 
146 
107 
2 
22 
15 
60 
6 
15 
52 
105 
15 
68 
128 
32 
9 
107 
78 
57 
29 
63 
15 
89 
13 
14 
121 
87 
29 
4 
29 
24 
14 
38 
62 
12 
33 
110 
31 
61 
7 
55 
126 
17 
32 
6 
45 
9 
8 
195 
9 
18 
7 
64 
21 
90 
20 
170 
38 
3 
6 
37 
48 
48 
10 
102 
79 
33 
1 
210 
19 
72 
11 
27 
44 
65 
25 
24 
10 
83 
45 
6 
91 
7 
3 
147 
136 
102 
36 
13 
8 
3 
15 
12 
29 
64 
55 
60 
10 
33 
6 
7 
3 
24 
1 
8 
41 
123 
37 
46 
21 
33 
62 
26 
19 
37 
14 
33 
63 
64 
37 
34 
10 
69 
87 
18 
12 
92 
78 
